Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
21129-TAM,Female,25,No,Tamil Nadu,11,31,Deal 4,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.6,934.8,47.73,0,0,887.07,Stayed,Others,Others
21130-PUN,Male,56,Yes,Punjab,0,29,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.9,3313.4,23.47,0,397.32,3687.25,Stayed,Others,Others
21140-UTT,Male,38,No,Uttar Pradesh,7,36,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,926.25,0,0,494.34,1420.59,Churned,Other,Moved
21667-HAR,Male,70,No,Haryana,15,22,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,0,0,24.72,318.57,Stayed,Others,Others
21686-RAJ,Male,44,Yes,Rajasthan,9,20,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0,0,835.81,5703.76,Churned,Other,Moved
21710-JAM,Male,58,Yes,Jammu & Kashmir,12,26,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,0,0,176.5,1007.35,Churned,Competitor,Competitor made better offer
21711-WES,Female,41,No,West Bengal,7,17,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.95,4122.9,0,0,1155,5277.9,Stayed,Others,Others
21712-MAD,Male,76,No,Madhya Pradesh,3,34,None,No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,1359.7,0,0,0,1359.7,Churned,Competitor,Competitor had better devices
21717-BIH,Male,36,Yes,Bihar,13,15,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.85,4261.2,0,0,2104.48,6365.68,Stayed,Others,Others
21722-AND,Male,43,No,Andhra Pradesh,10,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1036,0,0,1586.88,2622.88,Stayed,Others,Others
21725-KER,Male,26,Yes,Kerala,5,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.1,562.6,0,0,901.8,1464.4,Stayed,Others,Others
21784-JHA,Male,55,Yes,Jharkhand,4,1,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.05,345.9,0,0,505.08,850.98,Stayed,Others,Others
21792-PUN,Female,29,No,Punjab,8,8,Deal 3,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,82.85,2320.8,0,0,451.64,2772.44,Stayed,Others,Others
21795-MAH,Female,55,Yes,Maharashtra,11,7,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.55,1080.55,0,0,777.84,1858.39,Stayed,Others,Others
21795-ODI,Male,61,No,Odisha,1,13,None,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,62.1,1096.65,0,0,548.59,1645.24,Stayed,Others,Others
21811-CHH,Male,29,No,Chhattisgarh,13,7,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0,100,20.2,975.5,Churned,Competitor,Competitor offered more data
21834-CHH,Female,52,No,Chhattisgarh,0,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.5,761.95,0,0,959.04,1720.99,Stayed,Others,Others
21853-PUN,Male,30,No,Punjab,8,15,None,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,75.5,4025.6,0,100,1591.5,5717.1,Stayed,Others,Others
22151-MAD,Male,67,No,Madhya Pradesh,7,36,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,7171.7,0,0,2293.41,9465.11,Stayed,Others,Others
22160-TEL,Female,29,Yes,Telangana,13,34,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.95,547.65,0,0,30.96,578.61,Churned,Competitor,Competitor offered higher download speeds
22189-UTT,Male,62,No,Uttar Pradesh,6,12,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,85.45,2509.95,23.13,120,651.6,3258.42,Stayed,Others,Others
22203-MAD,Female,62,Yes,Madhya Pradesh,5,35,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21.25,711.9,0,0,1200,1911.9,Stayed,Others,Others
22210-UTT,Male,70,No,Uttar Pradesh,13,23,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,Churned,Attitude,Attitude of service provider
22226-KER,Male,81,Yes,Kerala,11,13,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,91,3180.5,0,40,916.65,4137.15,Stayed,Others,Others
22236-TEL,Female,47,No,Telangana,7,8,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0,0,1333.2,5099.4,Stayed,Others,Others
22240-HAR,Male,51,Yes,Haryana,0,19,Deal 1,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,45.25,3139.8,0,0,0,3139.8,Stayed,Others,Others
22249-UTT,Female,20,Yes,Uttar Pradesh,7,7,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.95,2292.75,0,0,964.62,3257.37,Stayed,Others,Others
22270-KER,Female,51,Yes,Kerala,2,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.3,755.5,0,0,1239.94,1995.44,Stayed,Others,Others
22286-HAR,Female,54,Yes,Haryana,6,36,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,99.75,0,0,40.71,140.46,Churned,Competitor,Competitor had better devices
22327-RAJ,Female,72,Yes,Rajasthan,3,29,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,54.65,1830.1,0,10,637.44,2477.54,Stayed,Others,Others
22329-HAR,Male,76,No,Haryana,12,20,None,No,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.65,768.45,0,0,0,768.45,Stayed,Others,Others
22354-PUN,Female,62,No,Punjab,14,16,None,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,79.2,2497.2,0,70,792.67,3359.87,Stayed,Others,Others
22357-AND,Female,49,No,Andhra Pradesh,9,13,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.95,0,0,2678,9490.95,Stayed,Others,Others
22364-UTT,Male,57,Yes,Uttar Pradesh,14,21,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-9,4663.4,0,0,2385.6,7049,Stayed,Others,Others
22646-TEL,Female,46,No,Telangana,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,299.4,0,0,598.05,897.45,Stayed,Others,Others
22656-ODI,Female,34,Yes,Odisha,4,34,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,0,0,634.84,6595.94,Churned,Competitor,Competitor offered more data
22660-TEL,Female,45,Yes,Telangana,0,14,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9,1028.9,0,0,444.34,1473.24,Stayed,Others,Others
22665-UTT,Female,25,Yes,Uttar Pradesh,2,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1083,0,0,1526.25,2609.25,Stayed,Others,Others
22700-UTT,Female,43,Yes,Uttar Pradesh,15,1,None,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.5,1423.05,0,0,0,1423.05,Stayed,Others,Others
22701-RAJ,Female,64,Yes,Rajasthan,4,3,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.3,1794.65,0,0,136.08,1930.73,Stayed,Others,Others
22705-MAH,Female,36,No,Maharashtra,4,22,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,0,0,691.2,7254.6,Stayed,Others,Others
22748-HAR,Male,29,No,Haryana,6,12,None,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.2,0,0,1141.15,2761.35,Stayed,Others,Others
22752-MAH,Male,39,Yes,Maharashtra,0,6,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9,3958.25,0,0,346.62,4304.87,Stayed,Others,Others
22753-KAR,Female,77,No,Karnataka,6,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,3181.8,0,0,1004.4,4186.2,Stayed,Others,Others
22755-MAH,Female,46,Yes,Maharashtra,5,33,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,0,100,1115.41,7502.71,Stayed,Others,Others
22781-KAR,Male,56,No,Karnataka,13,6,Deal 4,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.4,313,0,0,529.44,842.44,Stayed,Others,Others
22792-AND,Female,53,No,Andhra Pradesh,8,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,701.3,0,0,51.59,752.89,Stayed,Others,Others
22803-GUJ,Male,22,Yes,Gujarat,7,7,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,4619.55,0,0,1074.57,5694.12,Stayed,Others,Others
22828-HAR,Female,48,Yes,Haryana,10,36,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0,0,452.88,8827.93,Stayed,Others,Others
22829-TAM,Female,73,No,Tamil Nadu,14,29,None,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,64.05,3886.85,0,0,0,3886.85,Stayed,Others,Others
22836-AND,Male,60,Yes,Andhra Pradesh,9,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1269.1,0,0,2504.04,3773.14,Stayed,Others,Others
23313-TEL,Male,51,Yes,Telangana,3,9,Deal 5,No,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,226.45,0,0,0,226.45,Churned,Competitor,Competitor had better devices
23324-KER,Male,34,Yes,Kerala,10,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1110.35,0,0,1341.96,2452.31,Stayed,Others,Others
23332-ODI,Female,36,No,Odisha,1,17,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1059.55,0,0,148.32,1207.87,Churned,Dissatisfaction,Limited range of services
23332-RAJ,Female,41,Yes,Rajasthan,6,26,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,284.35,0,0,642.72,927.07,Stayed,Others,Others
23352-CHH,Female,21,No,Chhattisgarh,7,10,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.3,6725.3,0,70,856.05,7651.35,Stayed,Others,Others
23361-UTT,Female,35,Yes,Uttar Pradesh,13,28,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.55,653.9,2.28,0,293.13,944.75,Stayed,Others,Others
23376-TAM,Female,68,No,Tamil Nadu,3,16,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.8,7308.95,6.11,0,2764.3,10067.14,Stayed,Others,Others
23378-GUJ,Female,73,Yes,Gujarat,1,15,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,0,0,104.92,426.67,Churned,Price,Lack of affordable download/upload speed
23381-RAJ,Female,61,No,Rajasthan,12,36,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,0,0,5.1,84.65,Churned,Price,Price too high
23402-KAR,Female,49,Yes,Karnataka,12,27,None,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.4,0,0,0,118.4,Stayed,Others,Others
23403-WES,Female,26,No,West Bengal,9,6,None,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,0,0,2563.55,5683.45,Stayed,Others,Others
23436-TEL,Male,69,Yes,Telangana,9,11,Deal 5,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45,35.45,0,0,0,35.45,Churned,Dissatisfaction,Network reliability
23445-MAH,Female,46,Yes,Maharashtra,0,31,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,189.95,0,0,0,189.95,Stayed,Others,Others
23464-UTT,Female,56,No,Uttar Pradesh,15,24,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.05,830.7,0,0,497,1327.7,Churned,Competitor,Competitor offered higher download speeds
23476-DEL,Male,28,Yes,Delhi,9,30,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1292.6,0,0,1174.55,2467.15,Stayed,Others,Others
23533-GUJ,Female,43,Yes,Gujarat,7,7,Deal 3,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0,0,0,1701.65,Stayed,Others,Others
23786-AND,Female,34,Yes,Andhra Pradesh,14,11,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.35,262.3,0,0,85.8,348.1,Stayed,Others,Others
23791-RAJ,Female,24,Yes,Rajasthan,6,8,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.15,4245.55,0,0,1736.5,5982.05,Stayed,Others,Others
23806-JAM,Female,67,No,Jammu & Kashmir,2,34,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.1,0,100,111.2,1145.3,Churned,Competitor,Competitor made better offer
23807-JAM,Male,51,Yes,Jammu & Kashmir,5,20,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,101.1,6994.8,0,0,3476.9,10471.7,Stayed,Others,Others
23811-ASS,Male,46,No,Assam,2,3,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,858.6,0,0,220.56,1079.16,Churned,Dissatisfaction,Poor expertise of phone support
23829-TAM,Male,76,Yes,Tamil Nadu,5,32,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0,0,413.7,1312.05,Churned,Competitor,Competitor made better offer
23837-BIH,Female,64,No,Bihar,14,5,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105,294.45,0,0,106.29,400.74,Churned,Attitude,Attitude of support person
23912-MAD,Female,24,No,Madhya Pradesh,4,5,Deal 4,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,73.55,693.3,0,0,142.4,835.7,Stayed,Others,Others
23921-KER,Female,54,Yes,Kerala,4,18,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.65,1416.75,0,0,552.42,1969.17,Stayed,Others,Others
23982-TAM,Female,27,Yes,Tamil Nadu,11,20,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,4065,0,140,824.38,5029.38,Churned,Dissatisfaction,Product dissatisfaction
23983-MAH,Female,32,Yes,Maharashtra,2,34,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.5,791.7,0,0,103.5,895.2,Stayed,Others,Others
24004-KAR,Female,41,No,Karnataka,5,33,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,6754.35,0,90,3366.68,10211.03,Stayed,Others,Others
24040-MAH,Male,22,Yes,Maharashtra,6,6,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.3,1748.55,0,0,2211.95,3960.5,Stayed,Others,Others
24041-UTT,Female,54,No,Uttar Pradesh,2,17,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.95,2657.55,0,90,1064,3811.55,Stayed,Others,Others
24054-BIH,Female,21,Yes,Bihar,6,3,Deal 4,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,617.15,0,0,0,617.15,Stayed,Others,Others
24092-UTT,Male,76,Yes,Uttar Pradesh,13,36,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8443.7,0,120,3232.08,11795.78,Stayed,Others,Others
24099-KER,Male,41,No,Kerala,7,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,785.75,0,0,1271.69,2057.44,Stayed,Others,Others
24101-MAH,Male,42,Yes,Maharashtra,5,22,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.25,131.05,0,0,5.92,136.97,Churned,Price,Price too high
24721-MAH,Female,61,No,Maharashtra,2,1,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0,0,48.25,68.45,Churned,Price,Long distance charges
24757-UTT,Female,32,No,Uttar Pradesh,9,1,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0,10,59.38,149.73,Churned,Attitude,Attitude of service provider
24768-UTT,Female,30,No,Uttar Pradesh,15,6,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,75.3,75.3,0,0,4.13,79.43,Churned,Competitor,Competitor had better devices
24793-GUJ,Male,30,Yes,Gujarat,13,32,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.15,343.45,28.63,0,470.22,785.04,Stayed,Others,Others
24801-WES,Female,61,Yes,West Bengal,12,28,None,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,51.45,727.85,0,0,336.56,1064.41,Stayed,Others,Others
24805-BIH,Male,42,Yes,Bihar,10,26,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,65,2879.9,0,0,1680.25,4560.15,Stayed,Others,Others
24823-TAM,Male,40,Yes,Tamil Nadu,14,6,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.7,5586.45,0,0,1171.8,6758.25,Stayed,Others,Others
24866-HAR,Female,59,Yes,Haryana,6,1,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,1022.95,0,0,1172.6,2195.55,Stayed,Others,Others
24868-ODI,Female,35,No,Odisha,8,30,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25,1103.25,0,0,1420.8,2524.05,Stayed,Others,Others
24871-BIH,Male,61,Yes,Bihar,3,26,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,445.3,0,0,557.06,1002.36,Stayed,Others,Others
24881-HAR,Female,47,Yes,Haryana,7,33,None,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.85,1105.4,0,0,303.27,1408.67,Churned,Competitor,Competitor offered more data
24902-MAH,Male,41,Yes,Maharashtra,4,17,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1584.8,0,0,435.84,2020.64,Stayed,Others,Others
24910-RAJ,Female,20,Yes,Rajasthan,1,7,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1305.95,0,0,2852.36,4158.31,Stayed,Others,Others
24934-HAR,Female,23,No,Haryana,0,5,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,762.25,0,0,228.16,990.41,Churned,Competitor,Competitor offered higher download speeds
25192-PUN,Female,41,No,Punjab,4,11,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,Stayed,Others,Others
25196-TAM,Female,46,No,Tamil Nadu,14,22,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,391.7,0,0,327.6,719.3,Stayed,Others,Others
25214-BIH,Female,50,No,Bihar,9,16,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,1900.25,0,0,892.63,2792.88,Churned,Attitude,Attitude of support person
25220-DEL,Female,23,Yes,Delhi,13,3,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.3,1570.7,0,0,68.46,1639.16,Stayed,Others,Others
25260-TAM,Male,84,Yes,Tamil Nadu,14,32,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1198.05,0,0,319.36,1517.41,Stayed,Others,Others
25265-MAD,Female,67,Yes,Madhya Pradesh,9,21,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,330.6,0,0,410.55,741.15,Stayed,Others,Others
25268-TAM,Male,67,Yes,Tamil Nadu,15,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,68.95,0,0,21.65,90.6,Churned,Dissatisfaction,Limited range of services
25273-PUN,Male,58,No,Punjab,9,22,None,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.55,2054.4,0,0,941.34,2995.74,Stayed,Others,Others
25282-RAJ,Male,63,No,Rajasthan,0,4,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97,1334.45,0,0,572.65,1907.1,Stayed,Others,Others
25286-GUJ,Female,44,No,Gujarat,11,32,Deal 2,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,5150.55,4.68,0,291.4,5437.27,Stayed,Others,Others
25310-DEL,Female,65,Yes,Delhi,10,34,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.45,134.75,0,0,27.05,161.8,Stayed,Others,Others
25335-TAM,Male,49,No,Tamil Nadu,10,20,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.65,3090.65,0,100,1274.28,4464.93,Stayed,Others,Others
25338-HAR,Female,75,No,Haryana,0,35,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8,1261,0,0,625.95,1886.95,Stayed,Others,Others
25377-AND,Female,25,No,Andhra Pradesh,14,33,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65,443.9,0,0,173.8,617.7,Churned,Dissatisfaction,Limited range of services
25421-PUD,Female,19,No,Puducherry,2,12,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0,0,44.11,118.81,Churned,Competitor,Competitor offered more data
25438-MAH,Female,43,No,Maharashtra,8,1,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.3,4016.85,44.63,0,635.4,4607.62,Churned,Dissatisfaction,Poor expertise of online support
25446-HAR,Female,40,No,Haryana,6,8,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,301.55,0,0,114.24,415.79,Stayed,Others,Others
